content,content_cleaned,label,predicted_label
"This movie was awful. The ending was absolutely horrible. There was no plot to the movie whatsoever. The only thing that was decent about the movie was the acting done by Robert DuVall and James Earl Jones. Their performances were excellent! The only problem was that the movie did not do their acting performances any justice. If the script would have come close to capturing a halfway decent story, it would be worth watching. Instead, Robert DuVall's and James Earl Jones' performances are completely wasted on a god awful storyline...or lack thereof. Not only was I left waiting throughout the movie for something to happen to make the movie....well an actual movie...not just utterless dialog between characters for what ended up being absolutely no reason. It was nothing more than common dialog that would have taken place back in that period of time. There was nothing special about any of the characters. The only thing special was how Robert DuVall portrayed a rambling, senile, drunk, old man. Nothing worthy happens during the entire movie including the end. When the movie ended, I sat amazed...amazed that I sat through the entire movie waiting for something of interest to happen to make watching the movie worth while. It never happened! The cast of characters suddenly started rolling making it apparent that the movie really was over and I realized that I had just wasted 2 hours of my life watching a movie with absolutely no plot and no meaning. It wasn't even a story. The entire movie takes place in a day's worth of time. That's it. It was one day in the life (and death) of some Southerners on a plantation. How much of a story can take place in a single day (other than the movie Training Day)? The acting performances by the entire cast were excellent, but they were grossly wasted on such a disappointment of a movie...if you can even call it a movie.",movie awful ending absolutely horrible plot movie whatsoever thing decent movie act Robert DuVall James Earl Jones performance excellent problem movie acting performance justice script come close capture halfway decent story worth watch instead Robert DuVall James Earl Jones performance completely waste god awful storyline lack thereof leave wait movie happen movie actual movie utterless dialog character end absolutely reason common dialog take place period time special character thing special Robert DuVall portray rambling senile drunk old man worthy happen entire movie include end movie end sit amazed amazed sit entire movie wait interest happen watch movie worth happen cast character suddenly start roll make apparent movie realize waste 2 hour life watch movie absolutely plot meaning story entire movie take place day worth time day life death Southerners plantation story place single day movie Training Day act performance entire cast excellent grossly waste disappointment movie movie,negative,positive
"I saw and liked the first two a lot, really. Especially because the second is not just a try to make another one as good as the first. And it's a story standing alone. You don't have to know the first movie. I liked that in the ""Free Willy"" movies, too.<br /><br />But... the third, here is absolutely useless! I tried it with a friend of mine, because we both liked the first two. We decided to stop after a good half an hour. The movie is okay, there are funny parts in it alright. But what for? Timon and Pumba were funny creatures in the first two movies. What Lion King 1 1/2 is for me is: a hard attempt to get even more fun of the first movie than it had already, plus telling the story from their point of view. But what for? I'd really like to know. You know, the idea of the two of them sitting in the cinema watching the first one, is really nice. But what comes after is mostly unnecessary. I guess many people liked Timon and Pumba, and so do I really. Yet, for me many parts were very constructed with a try to be funny. No chance, most of it wasn't funny at all, at least for me. Btw. what was the movie about anyway? Was it a) about Timon and Pumba or b) an attempt to get more fun out of the first movie? I tend to choose option b and I'm very disappointed about it.<br /><br />If you like to see stories like: ""the story behind xy"", you should see ""Rosencrantz and Guildenstern Are Dead"" by Tom Stoppard with Tim Roth and Gary Oldman. That's really funny and no try to get more out of ""Hamlet"" then it has.",see like lot especially second try good story stand know movie like Free Willy movie too.<br /><br />But absolutely useless try friend like decide stop good half hour movie okay funny part alright Timon Pumba funny creature movie Lion King 1 1/2 hard attempt fun movie plus tell story point view like know know idea sit cinema watch nice come unnecessary guess people like Timon Pumba part construct try funny chance funny Btw movie Timon Pumba b attempt fun movie tend choose option b disappointed it.<br /><br />if like story like story xy Rosencrantz Guildenstern dead Tom Stoppard Tim Roth Gary Oldman funny try Hamlet,negative,positive
"This one probably does not fit in the bottom of the barrel of mediocre Slasher movies but it's surely a damn bad movie.<br /><br />The Holiday premise made it kind of interesting but after the first scenes the movie demonstrates it's poor production values and stupid plot. I mean, the sub-genre was at the moment all about an unseen maniac slashing teens for no apparent reasons but this one took it too far. There is absolutely no coherence in the events or nothing else to add.<br /><br />The clichès are more than boring, the gore is minimal, and so does the mystery.<br /><br />This is a fairly mediocre slasher entry that shouldn't be hyped even if it has a video nastie label.<br /><br />I am truly disappointed by this overrated piece of trash.",probably fit barrel mediocre Slasher movie surely damn bad movie.<br /><br />The Holiday premise kind interesting scene movie demonstrate poor production value stupid plot mean sub genre moment unseen maniac slash teen apparent reason take far absolutely coherence event add.<br /><br />The clichès boring gore minimal mystery.<br /><br />This fairly mediocre slasher entry hype video nastie label.<br /><br />I truly disappoint overrated piece trash,negative,positive
"There was nothing of value in the original movie, this one was even lamer. The fact that I even found it to rent was absolutely amazing. Anyone connected to this film has to be high on something! So what was the story line? What was with the girl? Was the viewer supposed to get the story line in the first four minutes of the film. Sadly, I tried several times to watch this. I even borrowed a kid from someone to get some feedback. Kid said it was stupid, and he was four years old. I find that possibly some credit could go to the filming director, as possibly some of the shots made the movie more than a B film. That might be pushing it. I did love the theme song. Good thing it was only a dollar, it was worth it. I suppose you might enjoy the film if you were high as the cast and crew would have to be. Is pot legal in France?",value original movie lamer fact find rent absolutely amazing connect film high story line girl viewer suppose story line minute film sadly try time watch borrow kid feedback Kid say stupid year old find possibly credit filming director possibly shot movie b film push love theme song good thing dollar worth suppose enjoy film high cast crew pot legal France,negative,positive
"When Marlene Dietrich was labeled box office poison in 1938 one of a handful of actresses so named by the trades papers, it was films like The Garden Of Allah. How a film could be so breathtakingly beautiful to behold and be so insipidly dull is beyond me. Also how Marlene if she was trying to expand her range and not play a sexpot got stuck with such an old fashioned story is beyond me.<br /><br />The Garden Of Allah, one of the very first films in modern technicolor was a novel set at the turn of the last century by Robert Hitchens who then collaborated on a play adaption with Mary Anderson that ran for 241 performances in 1911-12. It then got two silent screen adaptions. The story is about a monk who runs away from the monastery out in French Tunisia to see some of what he's missed in the world. He runs into a similarly sheltered woman who was unmarried and spent her prime years caring for a sick parent. She's traveling now in the desert and the two meet on a train.<br /><br />The woman is of course Marlene and the runaway monk is Charles Boyer. I'm not sure what was in David O. Selznick's mind in filming this story. Someone like Ingrid Bergman might have made it palatable for the audience. But you can bet that the movie-going public of 1936 when they plunked their money down for a ticket they expected to see Marlene as a modern day Salome rather than a saint with that title. The public still remembered Rudolph Valentino and you can bet that it was some desert romance and seduction that they were expecting.<br /><br />As for the monks you have to remember that they are self supporting in their monasteries and this particular one bottles a special wine of which Boyer happens to be the one with the secret. The monastery will have to rethink it's economics if Boyer leaves. The monks are a sincerely pious group, but from the head man Charles Waldron on down they've a right to be a little concerned with some self interest.<br /><br />Anyway a whole lot of religious platitudes get said here by a pair of leads that really are not suited for the parts. Most especially Marlene Dietrich. I would watch this film with an eye for the special color desert cinematography and forget the plot.",Marlene Dietrich label box office poison 1938 handful actress name trade paper film like Garden Allah film breathtakingly beautiful behold insipidly dull Marlene try expand range play sexpot get stick old fashioned story me.<br /><br />The Garden Allah film modern technicolor novel set turn century Robert Hitchens collaborate play adaption Mary Anderson run 241 performance 1911 12 get silent screen adaption story monk run away monastery french Tunisia miss world run similarly shelter woman unmarried spend prime year care sick parent travel desert meet train.<br /><br />The woman course Marlene runaway monk Charles Boyer sure David O. Selznick mind film story like Ingrid Bergman palatable audience bet movie go public 1936 plunk money ticket expect Marlene modern day Salome saint title public remember Rudolph Valentino bet desert romance seduction expecting.<br /><br />as monk remember self support monastery particular bottle special wine Boyer happen secret monastery rethink economic Boyer leave monk sincerely pious group head man Charles Waldron right little concerned self interest.<br /><br />anyway lot religious platitude say pair lead suit part especially Marlene Dietrich watch film eye special color desert cinematography forget plot,negative,positive
"The plot line of No One Sleeps is not a bad idea, and the subject matter is of quite a bit of interest. But, throughout watching this film, we were saying aloud, ""These filmmakers go to the trouble of finding good locations, the lighting is good, makeup and hair are good...why is the sound so bad?"" Throughout the film the sound was echoy, garbled and much of the dialog was unintelligible.<br /><br />There is some good acting in this film, and I think Jim Thalman is really a good actor. This story, with some of the same actors, would have been worth doing as a high-budget film.<br /><br />I just can't reiterate enough - if you have a limited budget, dedicate more to good sound. Sound is as much a part of a film as the image, and it's worth doing right. Could've earned a 6.",plot line Sleeps bad idea subject matter bit interest watch film say aloud filmmaker trouble find good location lighting good makeup hair good sound bad film sound echoy garble dialog unintelligible.<br /><br />There good act film think Jim Thalman good actor story actor worth high budget film.<br /><br />I reiterate limited budget dedicate good sound sound film image worth right earn 6,negative,positive
"Ever notice how in his later movies Burt Reynolds' laugh sounds like screeching brakes?<br /><br />Must have been hanging out with Hal Needham too much.<br /><br />And from the looks of ""Stroker Ace"", WAY too much.<br /><br />Can you believe this was based on a book? Neither could I, but it was. And probably not a best-seller, I'll wager. <br /><br />Burt's another good-old-boy in the NASCAR circuit who hitches up with Beatty as a fried chicken magnate with designs on his team. Anderson provides what love interest there is and Nabors does his umpteenth Gomer Pyle impression as faithful mechanic/best friend Lugs. <br /><br />A lot of people here are friends of Burt's or Hal's. Others must have needed the work. And even real NASCAR drivers get in on the act, and look to have more talent than those with SAG cards. <br /><br />As far as laughs go, Bubba Smith (pre-""Police Academy"") gets them as Beatty's chauffeur. And Petersen, in full Elvira mode, gets lots of appreciative leers as a lady who wants to get to know Lugs real well. REAL WELL.<br /><br />It's a shame that Burt threw away as much time and effort in a film like ""Stroker Ace"" where it didn't matter whether he bothered to act or not. They didn't bother to write a character for him, why bother to act?<br /><br />Two stars. Mostly for Petersen, and for the out-takes at the end. Now THEY'RE funny.","notice later movie Burt Reynolds laugh sound like screech brakes?<br /><br />Must hang Hal Needham much.<br /><br />and look Stroker Ace WAY much.<br /><br />can believe base book probably good seller wager < br /><br />Burt good old boy NASCAR circuit hitch Beatty fried chicken magnate design team Anderson provide love interest Nabors umpteenth Gomer Pyle impression faithful mechanic good friend lug < br /><br />A lot people friend Burt Hal need work real NASCAR driver act look talent SAG card < br /><br />as far laugh Bubba Smith pre-""Police Academy get Beatty chauffeur Petersen Elvira mode get lot appreciative leer lady want know lug real real WELL.<br /><br />It shame Burt throw away time effort film like Stroker Ace matter bother act bother write character bother act?<br /><br />two star Petersen take end THEY'RE funny",negative,positive
"I love Columbo and have seen pretty much all of the episodes but this one undoubtedly ranks as the worst of the lot. A mind-bogglingly tedious, pointless, muddled pile of unwatchable drivel that wastes both the time of the viewing audience and of the acting talents of an exceedingly bored-looking Peter Falk. The 'plot', such as it is, just seems to be made up as the film goes along with not even the slightest hint of the ingredients to the formula that made the show such a brilliant success to start with. One part of the proceedings which I found extremely puzzling ( or possibly annoying ) was Peter Falk's character being introduced to the guests at the wedding as 'Lt' Columbo. If the producers insist on keeping Columbo's first name a secret, why couldn't they have omitted this line altogether as it sounds ridiculous? Like I said, this is the pits and all true Columbo fans would do well to avoid it like the plague.",love Columbo see pretty episode undoubtedly rank bad lot mind bogglingly tedious pointless muddle pile unwatchable drivel waste time view audience act talent exceedingly bore look Peter Falk plot film go slight hint ingredient formula brilliant success start proceeding find extremely puzzling possibly annoying Peter Falk character introduce guest wedding lt Columbo producer insist keep Columbo secret omit line altogether sound ridiculous like say pit true columbo fan avoid like plague,negative,positive
"This film is a perfect example of the recent crop of horror films that simply are not fully realized. There are two routes to take in horror films: either you don't really explain what's going on (or who the killer is, like in Texas Chainsaw Massacre) or give the characters a lot of back story and characterization so that everything is explained (Halloween could potentially be an example of this).<br /><br />Unfortunately, Creep fails in this area. I see absolutely no reason to give a small shred of the back story for Craig without fully capturing the essence of his character or his motivation. No character is fully realized, although the circular nature of Kate's character in the film is the most accomplished part of the story.<br /><br />In the end, this story is mostly unmotivated and none of the performances give it the necessary life to make it enthralling or interesting enough to overcome the lack of context and empty film-making that drag down the film.<br /><br />This film will go down as another example of a film (as most are) that could be so much better even though it would never be great. The only thing that was used properly in the film was the setting: the characters, story, direction, and overall writing would have benefited from a serious face lift.<br /><br />Creep does serve a purpose as a mindless, silly horror movie with no intellectual or emotional investment, but sadly, that's about it...",film perfect example recent crop horror film simply fully realize route horror film explain go killer like Texas Chainsaw Massacre character lot story characterization explain Halloween potentially example this).<br /><br />unfortunately Creep fail area absolutely reason small shred story Craig fully capture essence character motivation character fully realize circular nature Kate character film accomplished story.<br /><br />In end story unmotivated performance necessary life enthral interesting overcome lack context film making drag film.<br /><br />This film example film well great thing properly film setting character story direction overall writing benefit face lift.<br /><br />Creep serve purpose mindless silly horror movie intellectual emotional investment sadly,negative,positive
"Oh dear. I was so disappointed that this movie was just a rip-off of Japan's Ringu. Well, I guess the U.S. made their version of it as well, but at least it was an outright remake. So, so sad. I very much enjoy watching Filipino movies and know some great things can come out of such a little country, so I can't believe this had to happen. Claudine and Kris are such big names there, surprised they would be affiliated with plagiarism. To any aspiring movie makers out there in the Philippines: You do not have to stoop this low to make money. There are many movie buffs that are watching the movies Filipinos put out and enjoying them!",oh dear disappointed movie rip Japan Ringu guess U.S. version outright remake sad enjoy watch filipino movie know great thing come little country believe happen Claudine Kris big name surprised affiliate plagiarism aspire movie maker Philippines stoop low money movie buff watch movie Filipinos enjoy,negative,positive
"I am not so much like Love Sick as I image. Finally the film express sexual relationship of Alex, kik, Sandu their triangle love were full of intenseness, frustration and jealous, at last, Alex waked up and realized that they would not have result and future.Ending up was sad.<br /><br />The director Tudor Giurgiu was in AMC theatre on Sunday 12:00PM on 08/10/06, with us watched the movie together. After the movie he told the audiences that the purposed to create this film which was to express the sexual relationships of Romanian were kind of complicate.<br /><br />On my point of view sexual life is always complicated in everywhere, I don't feel any particular impression and effect from the movie. The love proceeding of Alex and Kiki, and Kiki and her brother Sandu were kind of next door neighborhood story.<br /><br />The two main reasons I don't like this movie are, firstly, the film didn't told us how they started to fall in love? Sounds like after Alex moved into the building which Kiki was living, then two girls are fall in love. It doesn't make sense at all. How a girl would fall in love with another girl instead of a man. Too much fragments, you need to image and connect those stories by your mind. Secondly, The whole film didn't have a scene of Alex and Kik's sexual intercourse, that 's what I was waiting for. However, it still had some parts were deserved to recommend. The ""ear piercing "" part was kind of interesting. Alex was willing to suffer the pain of ear piercing to appreciate kik's love. That was a touching scene which gave you a little idea of their love. Also, the scene of they were lying in the soccer field, the conversation express their loves were truthful and passionate.",like Love Sick image finally film express sexual relationship Alex kik Sandu triangle love intenseness frustration jealous Alex wake realize result future end sad.<br /><br />The director Tudor Giurgiu AMC theatre Sunday 12:00pm 08/10/06 watch movie movie tell audience purpose create film express sexual relationship Romanian kind complicate.<br /><br />on point view sexual life complicated feel particular impression effect movie love proceeding Alex Kiki Kiki brother Sandu kind door neighborhood story.<br /><br />The main reason like movie firstly film tell start fall love sound like Alex move building Kiki live girl fall love sense girl fall love girl instead man fragment need image connect story mind secondly film scene Alex Kik sexual intercourse wait  part deserve recommend ear pierce kind interesting Alex willing suffer pain ear pierce appreciate kik love touching scene give little idea love scene lie soccer field conversation express love truthful passionate,negative,positive
"I don't want to go too far into detail, because I can't really justify wasting much time on reviewing this film, but I had to give an alternate opinion to hopefully help people avoid the movie. The animation is crud and the story alternates between boring/pointless to extremely irritating. The humor was completely lost on the audience, and yes - Ghost in the Shell fans, this is NOT an action sci-fi or anything like that - its an attempt at slapstick comedy, and the humor just did not work after being translated. It was a total chore to watch this movie, and horrible way for me to kick off the film fest, especially considering how excited I was and how open I was for anything - I wasn't expecting a Ghost in the Shell sequel, but I was expecting something entertaining, and it simply didn't achieve this. Yaaawwnnn... Rent Kino's Journey instead.",want far detail justify waste time review film alternate opinion hopefully help people avoid movie animation crud story alternate boring pointless extremely irritate humor completely lose audience yes ghost Shell fan action sci fi like attempt slapstick comedy humor work translate total chore watch movie horrible way kick film f especially consider excited open expect ghost Shell sequel expect entertaining simply achieve yaaawwnnn Rent Kino Journey instead,negative,positive
"Scarecrow is set in the small American town of Emerald Grove where high school student Lester Dwervick (Tim Young) is considered the local nerdy geek by teachers & fellow students alike. The poor kid suffers daily humiliation, bullying, teasing & general esteem destroying abuse at the hands of his peers. Unfortunately he doesn't find much support at home since his mom is a slut & after Lester annoys one of her blokes he chases him into a corn field & strangles the poor kid. However something magical happens (no, the film doesn't suddenly become good), Lester's spirit gets transfered into the corn fields scarecrow which he then uses as a body to gain revenge on those who tormented him & made his life hell...<br /><br />Co-written, co-produced & directed by Emmanuel Itier who according to the IMDb credit list also has a role in the film as someone called Mr. Duforq although I don't remember any character of this name, I suppose anyone who ends up looking at the IMDb pages for Scarecrow will probably already be aware of it's terrible reputation & I have to say it pretty much well deserved since it's terrible. The script by Itier, Bill Cunningham & Jason White uses the often told story of one of life's losers who gets picked upon & tormented for no good reason getting their revenge by supernatural means in a relatively straight forward teen slasher flick. We've seen it all before, we've seen killer scarecrows before, we've seen faceless teens being killed off one-by-one before, we've seen one of life's losers get his revenge before, we've seen wise cracking villains who make jokes as they kill before & we've seen incompetent small town Sheriff's make matters even worse before. The only real question to answer about Scarecrow is whether it's any fun to watch on a dumb teen slasher type level? The answer is a resounding no to be honest. The film has terrible character's, awful dialogue, an inconsistent & predictable story, it has some cheesy one-liners like when the scarecrow kills someone with a shovel he ask's 'can you dig it?' & the so-called twist ending which is geared towards leaving things open for a sequel is just lame. The film moves along at a reasonable pace but it isn't that exciting & the kills are forgettable. You know I'm still trying to work out how someone can be stabbed & killed with a stick of corn...<br /><br />Director Itier doesn't do a particularly good job here, the kill scenes are poorly handled with no build up whatsoever which means there's never any tension as within two seconds of a character being introduced they are killed off. Also I'm not happy with the killer scarecrow dude doing all these back-flips & somersaults through the air in scenes which feel like they belong in The Matrix (1999) or some Japanese kung-fu flick! To give it some credit the actual scarecrow mask looks really good & he looks pretty cool but he is given little to do except spout bad one-liners & twirl around a bit. Don't you think that being tied to a wooden stake in the middle of a corn filed all day would have been boring? I know he's a killer scarecrow but I still say he would have been bored just hanging around on a wooden stick all day! There's no nudity & the gore isn't anything to write home about, there's a decapitation, someones face is burnt, someone is killed with a stick of corn, someone gets a shovel stuck in their throat, some sickles are stuck in people's heads, someone has their heart ripped out & someone has a metal thing stuck through the back of their head which comes out of their mouth.<br /><br />With a supposed budget of about $250,000 this was apparently shot in 8 days, well at least they didn't waste any time on unimportant things like story & character development. Technically this is pretty much point, shoot & hope for the best stuff. If you look at the guy on the floor who has just had his heart ripped out you can clearly see him still breathing... The acting sucks, the guy who played Lester's mum's bloke is wearing the most stupid looking wig & fake moustache ever because he played two roles in the film & the makers needed to disguise him but they just ended up making him look ridiculous & don't get me started on his accent...<br /><br />Scarecrow has a few fun moments & the actual scarecrow himself is a nice creation with good special make-up effects but as a whole the film is poorly made, badly acted, silly, too predictable & very cheesy. If you want to see a great killer scarecrow flick then check out Scarecrows (1988). Not to be confused with the Gene Hackman & Al Pacino film Scarecrow (1973) or the upcoming horror flick Scarecrow (2008) which is currently in production. Scarecrow proved popular enough on home video to spawn two more straight to video sequels, Scarecrow Slayer (2003) & Scarecrow Gone Wild (2004).","Scarecrow set small american town Emerald Grove high school student Lester Dwervick Tim Young consider local nerdy geek teacher fellow student alike poor kid suffer daily humiliation bullying teasing general esteem destroy abuse hand peer unfortunately find support home mom slut Lester annoy bloke chase corn field strangle poor kid magical happen film suddenly good Lester spirit get transfered corn field scarecrow use body gain revenge torment life hell <br /><br />co write co produce direct Emmanuel Itier accord IMDb credit list role film call Mr. Duforq remember character suppose end look IMDb page Scarecrow probably aware terrible reputation pretty deserve terrible script Itier Bill Cunningham Jason White use tell story life loser get pick torment good reason get revenge supernatural mean relatively straight forward teen slasher flick see see killer scarecrow see faceless teen kill see life loser revenge see wise crack villain joke kill see incompetent small town Sheriff matter bad real question answer Scarecrow fun watch dumb teen slasher type level answer resound honest film terrible character awful dialogue inconsistent predictable story cheesy liner like scarecrow kill shovel ask dig call twist end gear leave thing open sequel lame film move reasonable pace exciting kill forgettable know try work stab kill stick corn <br /><br />Director Itier particularly good job kill scene poorly handle build whatsoever mean tension second character introduce kill happy killer scarecrow dude flip somersault air scene feel like belong Matrix 1999 japanese kung fu flick credit actual scarecrow mask look good look pretty cool give little spout bad liner twirl bit think tie wooden stake middle corn file day boring know killer scarecrow bore hang wooden stick day nudity gore write home decapitation someone face burn kill stick corn get shovel stuck throat sickle stick people head heart rip metal thing stick head come mouth.<br /><br />With suppose budget $ 250,000 apparently shoot 8 day waste time unimportant thing like story character development technically pretty point shoot hope good stuff look guy floor heart rip clearly breathe act suck guy play Lester mum bloke wear stupid look wig fake moustache play role film maker need disguise end make look ridiculous start accent <br /><br />Scarecrow fun moment actual scarecrow nice creation good special effect film poorly badly act silly predictable cheesy want great killer scarecrow flick check scarecrow 1988 confuse Gene Hackman Al Pacino film Scarecrow 1973 upcoming horror flick Scarecrow 2008 currently production Scarecrow prove popular home video spawn straight video sequel Scarecrow Slayer 2003 Scarecrow Gone Wild 2004",negative,positive
"I agree totally with the last commenter this could be the worst movie ever made .I too had to fast forward through most of this movie. Michael Madsen must have done this movie as a favor to someone.The picture quality is grainy all the way through .And what little plot there is,is just plain stupid .I give this movie a 1 out of 10 if I could give it a lower score I would .Don't waste your time on this movie or you'll regret it.",agree totally commenter bad movie .I fast forward movie Michael Madsen movie favor picture quality grainy way .And little plot plain stupid .I movie 1 10 low score .Don't waste time movie regret,negative,positive
"Macy, Ullman and Sutherland were as great as usual. Ritter wasn't bad either. What's her name was as pretty as usual. It could have been a good movie. To bad the plot was atrocious. It was completely predictable, trite and boring.<br /><br />From the first 15 minutes, the rest of the movie was laid out like a child's paint by numbers routine. The characters were stock pieces of cut out cardboard. There was nothing new or interesting to say and that completely outweighed the acting, which was a pity.<br /><br />Finally, too bad the script writer wasn't the victim. Especially with the ""precocious"" lines from the child, which were completely unbelievable.<br /><br />Again, it's only the acting that prevented a much lower score.",Macy Ullman Sutherland great usual ritter bad pretty usual good movie bad plot atrocious completely predictable trite boring.<br /><br />From 15 minute rest movie lay like child paint number routine character stock piece cut cardboard new interesting completely outweigh acting pity.<br /><br />finally bad script writer victim especially precocious line child completely unbelievable.<br /><br />again acting prevent low score,negative,positive
"The movie is about two brothers that are supposed to be alike - but are not in any way expect for being smart - one is a surgeon and they other is able to write a computer code. Geniuses as they like to call themselves which sounds very exaggerated if you compare it to personal characteristics can you perceive from the material of the title.<br /><br />I honestly didn't like the style of the movie. I believe that anxiety, confusion and deep blues it brings are there for a purpose, but what I don't get is why there is so much of it. The movie is cheap on scenes and tells the story basically with no human aspect in it at all. It gives the comic book like experience. However it's visually numbing the viewer, it somehow brings him inside the blues with brief dialogs, monotonic scenes, dynamic cut, music and abrupt noises.<br /><br />The movie's storyline is very simple, most of what's going on is being dramatically pictured for long minutes, mostly in confusing delirium simulating effects of drug use and dynamic cuts.<br /><br />I will say openly that this movie didn't meet my expetations a tiny bit.",movie brother suppose alike way expect smart surgeon able write computer code genius like sound exaggerated compare personal characteristic perceive material title.<br /><br />i honestly like style movie believe anxiety confusion deep blue bring purpose movie cheap scene tell story basically human aspect give comic book like experience visually numb viewer bring inside blue brief dialog monotonic scene dynamic cut music abrupt noises.<br /><br />The movie storyline simple go dramatically picture long minute confuse delirium simulating effect drug use dynamic cuts.<br /><br />I openly movie meet expetation tiny bit,negative,positive
"How can you tell that a horror movie is terrible? when you can't stop laughing about it of course! The plot has been well covered by other reviewers, so I'll just add a few things on the hilarity of it all.<br /><br />Some reviews have placed the location in South America, others in Africa, I thought it was in some random island in the Pacific. Where exactly does this take place, seems to be a mystery. The cannibal tribe is conformed by a couple of black women some black men, and a man who looks like a young Frank Zappa banging the drums... the Devil God is a large black man with a terrible case of pink eyes.<br /><br />One of the ""freakiest"" moments in the film is when, ""Pablito"" find his partner hanging from a tree covered in what seems to be an orange substance that I assume is blood, starts screaming for minutes on and on (that's actually funny), and then the head of his partner falls in the ground and ""Pablito"" kicks it a bit for what I assume is ""shits n' giggles"" and the eyes actually move...<br /><br />But, of course, then the ""freak"" is gone when you realize the eyes moved because the movie is just bad...<br /><br />I hadn't laughed like this in a loooong while, and I definitely recommend this film for a Sunday afternoon with your friends and you have nothing to do... grab a case of beers and start watching this film, you'll love it! If you are looking for a real horror or gore movie, though... don't' bother.",tell horror movie terrible stop laugh course plot cover reviewer add thing hilarity all.<br /><br />Some review place location South America Africa think random island Pacific exactly place mystery cannibal tribe conform couple black woman black man man look like young Frank Zappa bang drum Devil God large black man terrible case pink eyes.<br /><br />One freakiest moment film Pablito find partner hang tree cover orange substance assume blood start scream minute actually funny head partner fall ground Pablito kick bit assume shit n giggle eye actually <br /><br />but course freak go realize eye move movie bad <br /><br />I laugh like loooong definitely recommend film Sunday afternoon friend grab case beer start watch film love look real horror gore movie bother,negative,positive
"Blonde and Blonder was unfunny.Basically, it was a rip-off girl version of Dumb and Dumber, but less funny, and they used too much background noises and music.WAY TOO MUCH BACKGROUND NOISES AND MUSIC IF YOU ASK ME!!!!It starts out immensely boring, and TOTALLY inane.It doesn't pick up pace anywhere soon, and I was feeling more frustrated as this nonsense carried on.Maybe, the only thing that saved me from giving this movie a 1 was the last 30 minutes.I found it somewhat entertaining and interesting as it neared the end, but that was the only part.Also, I couldn't help but like Pamela Anderson and Denise Richard's characters a little.Even though this movie didn't get any laughs from me, it kept my attention.I wouldn't say to completely avoid this movie, but there are thousands of better films for you to spend your time and money on than Blonde and Blonder.",blonde Blonder unfunny basically rip girl version Dumb Dumber funny background noise music WAY background NOISES MUSIC ASK ME!!!!It start immensely boring TOTALLY inane pick pace soon feel frustrated nonsense carry maybe thing save give movie 1 30 minute find somewhat entertaining interesting near end help like Pamela Anderson Denise Richard character little movie laugh keep attention completely avoid movie thousand well film spend time money Blonde Blonder,negative,positive
"This is a terrible movie, terrible script, bad direction and nonsensical ending. Also, bad performances, except from Clancy Brown who is criminally underused here, and Michael Pollard. Watching this movie was purgatory--you do it to unload enough bad movie karma to actually see a good one further down the line.<br /><br />The movie presents a father and son who look like they couldn't every possibly have been related. The part of the male lead is not well written and seems uncharismatic in this role. You can see the plot points a mile away. The actions of the female lead and that of her brother, the cop, also make no sense. So, a major action on her part at the end of the movie makes no sense script-wise.",terrible movie terrible script bad direction nonsensical ending bad performance Clancy Brown criminally underuse Michael Pollard watch movie purgatory unload bad movie karma actually good line.<br /><br />The movie present father son look like possibly relate male lead write uncharismatic role plot point mile away action female lead brother cop sense major action end movie make sense script wise,negative,positive
"This movie is just plain bad. It isn't even worth watching to make fun of it. The lunatic professor is just plain annoying. Even suspending disbelief to allow for invisibility (which I glady do for the sake of good bad movies) and allowing for exceedingly stupid victims in a horror movie, this movie asks for even more than that. If you are looking for women's locker room shower scenes, and random sexual encounters, get a porn, if you are looking for a good-bad movie, get something else. If you want to simply waste your time on an annoying bad movie, rent this.",movie plain bad worth watch fun lunatic professor plain annoying suspend disbelief allow invisibility glady sake good bad movie allow exceedingly stupid victim horror movie movie ask look woman locker room shower scene random sexual encounter porn look good bad movie want simply waste time annoying bad movie rent,negative,positive
"First off, let me start with a quote a friend of mine said while watching this movie: ""This entire movie had to have been a dare. You know, like, 'DUDE, I BET YOU COULDN'T MAKE THE WORST MOVIE EVER'"". With this movie, they've made a good effort at achieving that title. The effects are, of course, poor. The plot/dialogue is like a collage of of bits stolen from every B horror movie ever made. The actors, I'm assuming, are supposed to be in college. Yet parts of it (especially at the beginning) make it seem like they're supposed to be in high or middle school. It makes no sense. The Scarecrow going around killing people isn't the least bit enjoyable. (SPOILER: At the end, when they chant Lester's name and he reappears, the black guy and Scarecrow are both laughing, probably out of relief they were on their last scene, and at the cheesy dialogue.)",let start quote friend say watch movie entire movie dare know like DUDE bet couldn't bad movie movie good effort achieve title effect course poor plot dialogue like collage bit steal b horror movie actor assume suppose college part especially beginning like suppose high middle school make sense Scarecrow go kill people bit enjoyable spoiler end chant Lester reappear black guy Scarecrow laugh probably relief scene cheesy dialogue,negative,positive
